,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,grade,sqft_basement,yr_built,yr_renovated,zipcode,zipcode_pop,listings_in_zip,hot_market_score,recent_renov
24,1700000.0,4,3.75,3190,17186,2.0,1,10,0.0,1999,0,98178,25363,262,10.3,0
25,612000.0,6,3.0,3840,14040,1.5,0,8,1380.0,1949,0,98178,25363,262,10.3,0
26,285000.0,3,2.0,2110,6900,1.5,0,6,890.0,1955,0,98178,25363,262,10.3,0
27,299000.0,4,2.5,1950,3000,2.0,0,7,0.0,2002,0,98178,25363,262,10.3,0
28,212000.0,4,2.0,1880,7500,1.0,0,6,900.0,1946,0,98178,25363,262,10.3,0
29,240000.0,4,1.5,1920,7973,1.0,0,8,0.0,1955,0,98178,25363,262,10.3,0
30,255000.0,4,2.0,2430,8960,1.0,0,7,1000.0,1960,0,98178,25363,262,10.3,0
31,335000.0,4,2.5,2330,7050,2.0,0,8,0.0,1998,0,98178,25363,262,10.3,0
32,194000.0,3,1.5,1010,5000,1.0,0,6,0.0,1943,0,98178,25363,262,10.3,0
33,251700.0,3,2.25,1810,11800,1.0,0,7,570.0,1977,0,98178,25363,262,10.3,0
34,150000.0,3,1.0,1450,6776,1.0,0,7,0.0,1952,0,98178,25363,262,10.3,0
35,280005.0,3,1.5,1130,7200,1.0,0,7,0.0,1954,0,98178,25363,262,10.3,0
36,243000.0,2,1.0,1770,5522,1.5,0,7,810.0,1943,0,98178,25363,262,10.3,0
37,400000.0,6,2.0,2350,6554,2.0,0,8,350.0,1905,0,98178,25363,262,10.3,0
38,355000.0,3,2.25,2550,9674,1.0,0,7,700.0,1959,0,98178,25363,262,10.3,0
39,294000.0,3,1.0,1320,9520,1.0,0,7,330.0,1953,0,98178,25363,262,10.3,0
40,210000.0,3,1.0,1200,7500,1.0,0,6,0.0,1905,1989,98178,25363,262,10.3,0
41,184500.0,2,1.0,720,5880,1.0,0,6,0.0,1940,0,98178,25363,262,10.3,0
42,199000.0,4,2.0,2030,8120,2.0,0,7,0.0,1950,0,98178,25363,262,10.3,0
43,415000.0,5,1.75,3700,9140,1.0,0,8,1850.0,1957,0,98178,25363,262,10.3,0
44,285000.0,4,1.75,2080,13629,1.0,0,7,1040.0,1955,0,98178,25363,262,10.3,0
45,200000.0,4,2.0,2090,6630,1.0,0,7,1020.0,1974,0,98178,25363,262,10.3,0
46,700000.0,2,1.0,1160,17635,1.0,1,6,0.0,1945,0,98178,25363,262,10.3,0
47,178000.0,5,1.5,1990,18200,1.0,0,7,0.0,1960,0,98178,25363,262,10.3,0
48,160000.0,2,1.0,1180,9350,1.0,0,6,0.0,1918,0,98178,25363,262,10.3,0
49,100000.0,2,1.0,790,6426,1.0,0,6,0.0,1944,0,98178,25363,262,10.3,0
50,330000.0,3,2.25,1620,7150,1.0,0,7,340.0,1950,0,98178,25363,262,10.3,0
51,355000.0,4,1.5,2020,6000,1.0,0,7,1010.0,1953,0,98178,25363,262,10.3,0
52,119900.0,2,1.0,700,3180,1.0,0,6,220.0,1951,0,98178,25363,262,10.3,0
53,200000.0,4,1.0,1070,7467,1.5,0,7,0.0,1944,0,98178,25363,262,10.3,0
54,345100.0,3,3.75,1950,8625,1.0,0,8,590.0,1959,0,98178,25363,262,10.3,0
55,200000.0,3,1.0,960,7500,1.0,0,6,0.0,1953,0,98178,25363,262,10.3,0
56,210000.0,3,1.75,1400,7300,2.0,0,6,0.0,1948,0,98178,25363,262,10.3,0
57,359950.0,3,2.25,1940,11612,1.0,0,8,840.0,1981,0,98178,25363,262,10.3,0
58,360000.0,3,2.0,1960,8846,1.0,0,6,980.0,1940,0,98178,25363,262,10.3,0
59,265000.0,3,1.0,1360,5967,1.0,0,6,0.0,1954,0,98178,25363,262,10.3,0
60,195000.0,2,1.0,720,18000,1.0,0,6,0.0,1950,0,98178,25363,262,10.3,0
61,353000.0,4,2.75,1920,4627,1.0,0,8,910.0,1998,0,98178,25363,262,10.3,0
62,499900.0,3,1.75,2430,8820,1.0,0,8,800.0,1977,0,98178,25363,262,10.3,0
63,169000.0,3,1.0,890,7110,1.0,0,6,0.0,1957,0,98178,25363,262,10.3,0
64,220000.0,3,1.75,1900,7680,1.0,0,7,640.0,1959,0,98178,25363,262,10.3,0
65,279000.0,4,1.0,1210,6000,1.5,0,7,0.0,1943,0,98178,25363,262,10.3,0
66,372500.0,5,3.0,2480,10090,1.0,0,7,1180.0,2004,0,98178,25363,262,10.3,0
67,235000.0,2,1.0,880,5600,1.0,0,7,0.0,1955,0,98178,25363,262,10.3,0
68,1100000.0,4,3.25,3190,11774,2.0,1,8,580.0,1956,1991,98178,25363,262,10.3,1
69,258000.0,3,1.75,1040,5650,1.0,0,6,0.0,1951,0,98178,25363,262,10.3,0
70,241000.0,3,1.0,880,6050,1.0,0,6,0.0,1945,0,98178,25363,262,10.3,0
71,261000.0,3,1.0,1780,7800,1.0,0,7,720.0,1957,0,98178,25363,262,10.3,0
72,390000.0,4,2.25,3060,7920,1.0,0,7,1530.0,1965,0,98178,25363,262,10.3,0
73,375000.0,3,2.5,2320,5760,1.0,0,7,840.0,1987,0,98178,25363,262,10.3,0
74,352000.0,4,1.5,1440,8680,1.5,0,7,0.0,1922,0,98178,25363,262,10.3,0
75,287000.0,2,1.0,930,6900,1.0,0,7,0.0,1952,0,98178,25363,262,10.3,0
76,241000.0,3,1.0,1150,10000,1.0,0,6,150.0,1951,0,98178,25363,262,10.3,0
77,295000.0,5,3.5,2100,5107,2.0,0,7,690.0,1999,0,98178,25363,262,10.3,0
78,800000.0,4,2.5,4940,10037,1.0,0,9,1490.0,1953,0,98178,25363,262,10.3,0
79,375000.0,5,1.75,2230,7560,1.0,0,7,1000.0,1959,0,98178,25363,262,10.3,0
80,212000.0,3,1.0,1040,6800,1.0,0,6,0.0,1951,0,98178,25363,262,10.3,0
81,350000.0,3,1.75,2010,6150,2.0,0,7,0.0,1939,0,98178,25363,262,10.3,0
82,336000.0,3,3.0,1790,13350,1.0,0,7,600.0,1988,0,98178,25363,262,10.3,0
83,303100.0,3,1.5,1640,5650,1.0,0,8,0.0,1952,0,98178,25363,262,10.3,0
84,356200.0,3,2.0,1690,10062,1.0,0,7,750.0,1928,0,98178,25363,262,10.3,0
85,205000.0,3,1.0,860,7467,1.0,0,6,0.0,1944,0,98178,25363,262,10.3,0
86,353000.0,3,1.75,2190,7021,1.0,0,7,800.0,1953,0,98178,25363,262,10.3,0
87,552000.0,4,2.75,3160,8429,1.0,0,7,1540.0,1982,0,98178,25363,262,10.3,0
88,343000.0,3,1.75,2210,7920,1.0,0,7,810.0,1966,0,98178,25363,262,10.3,0
89,288250.0,3,1.75,2110,15400,1.0,0,7,730.0,1963,0,98178,25363,262,10.3,0
90,216000.0,2,1.0,1810,10360,1.0,0,6,800.0,1946,0,98178,25363,262,10.3,0
91,340000.0,4,2.25,2060,8400,1.0,0,7,760.0,1960,0,98178,25363,262,10.3,0
92,258000.0,2,2.0,750,6553,1.5,0,7,0.0,1945,0,98178,25363,262,10.3,0
93,472000.0,3,1.75,2180,7200,1.0,0,8,1090.0,1954,0,98178,25363,262,10.3,0
94,170000.0,2,1.0,810,9882,1.0,0,6,0.0,1944,0,98178,25363,262,10.3,0
95,199950.0,3,1.0,1340,7260,1.5,0,6,0.0,1944,0,98178,25363,262,10.3,0
96,315000.0,4,2.5,1950,3225,2.0,0,7,0.0,2002,0,98178,25363,262,10.3,0
97,153000.0,3,1.0,1270,6405,1.5,0,6,0.0,1944,0,98178,25363,262,10.3,0
98,203000.0,3,1.75,1190,6000,1.0,0,7,0.0,1952,0,98178,25363,262,10.3,0
99,210000.0,4,1.75,2090,6485,1.0,0,7,810.0,1956,0,98178,25363,262,10.3,0
100,361000.0,3,2.25,2470,5650,1.0,0,7,920.0,1973,0,98178,25363,262,10.3,0
101,315000.0,4,2.0,1780,5336,1.5,0,6,0.0,1918,0,98178,25363,262,10.3,0
102,495000.0,5,1.0,1810,11205,1.5,0,7,0.0,1915,0,98178,25363,262,10.3,0
103,190000.0,1,0.75,930,29258,1.0,0,6,0.0,1941,0,98178,25363,262,10.3,0
104,239300.0,3,1.0,1070,5750,1.0,0,7,0.0,1952,0,98178,25363,262,10.3,0
105,248000.0,4,2.0,2080,13510,1.0,0,7,1040.0,1950,0,98178,25363,262,10.3,0
106,289900.0,3,1.0,1180,7068,1.0,0,6,0.0,1944,0,98178,25363,262,10.3,0
107,159075.0,4,1.5,1580,6200,1.0,0,6,790.0,1944,0,98178,25363,262,10.3,0
108,323500.0,3,3.0,2240,11536,2.0,0,7,0.0,1943,0,98178,25363,262,10.3,0
109,350000.0,4,1.75,1820,6930,1.0,0,7,500.0,1952,0,98178,25363,262,10.3,0
110,225000.0,3,1.5,1220,8345,1.5,0,7,0.0,1931,0,98178,25363,262,10.3,0
111,265950.0,3,1.5,1150,8450,1.0,0,6,0.0,1951,0,98178,25363,262,10.3,0
112,304000.0,3,1.75,1720,6000,1.0,0,7,720.0,1954,0,98178,25363,262,10.3,0
113,323000.0,3,1.75,1830,12500,1.0,0,7,630.0,1947,0,98178,25363,262,10.3,0
114,230000.0,3,1.75,1420,3000,1.0,0,5,710.0,1931,2014,98178,25363,262,10.3,1
115,272000.0,3,2.0,1200,5700,1.0,0,7,0.0,1942,0,98178,25363,262,10.3,0
116,349170.0,4,1.75,1670,8856,1.0,0,7,600.0,1955,0,98178,25363,262,10.3,0
117,264250.0,3,1.0,1420,7420,1.5,0,6,0.0,1944,0,98178,25363,262,10.3,0
118,339950.0,5,2.0,1890,6050,2.0,0,7,0.0,1944,0,98178,25363,262,10.3,0
119,315000.0,4,1.75,1850,8580,1.0,0,7,710.0,1960,0,98178,25363,262,10.3,0
120,270000.0,4,2.25,2600,9900,1.0,0,7,1000.0,1965,0,98178,25363,262,10.3,0
121,256000.0,4,1.75,1270,6825,1.0,0,7,0.0,1950,0,98178,25363,262,10.3,0
122,284200.0,3,1.75,1540,6632,1.0,0,7,470.0,1959,0,98178,25363,262,10.3,0
123,230000.0,4,1.75,1850,6000,1.0,0,6,580.0,1944,0,98178,25363,262,10.3,0
124,292050.0,5,3.0,2840,7199,1.0,0,7,1130.0,2003,0,98178,25363,262,10.3,0
125,228000.0,4,1.75,2000,6120,1.0,0,7,900.0,1965,0,98178,25363,262,10.3,0
126,339000.0,4,2.5,1740,6000,1.0,0,7,0.0,1952,0,98178,25363,262,10.3,0
127,235000.0,3,1.0,1210,6000,1.0,0,7,0.0,1930,0,98178,25363,262,10.3,0
128,466000.0,4,2.0,2240,4508,1.0,0,8,900.0,1926,0,98178,25363,262,10.3,0
129,257000.0,3,1.75,1800,9000,1.0,0,7,600.0,1961,0,98178,25363,262,10.3,0
130,166000.0,2,1.0,870,8487,1.0,0,6,0.0,1944,0,98178,25363,262,10.3,0
131,340500.0,3,2.5,3070,5871,3.0,0,8,560.0,1928,0,98178,25363,262,10.3,0
132,269000.0,2,1.5,1010,6000,1.0,0,7,0.0,1923,0,98178,25363,262,10.3,0
133,301350.0,3,3.0,1860,7440,1.0,0,7,820.0,1954,0,98178,25363,262,10.3,0
134,290500.0,4,2.5,1680,3000,2.0,0,7,0.0,2003,0,98178,25363,262,10.3,0
135,415000.0,4,2.5,2170,8518,1.0,0,7,820.0,1955,0,98178,25363,262,10.3,0
136,251000.0,4,2.0,1650,5974,1.0,0,7,790.0,1972,0,98178,25363,262,10.3,0
137,450000.0,2,2.75,2810,11205,1.0,0,7,1300.0,1968,0,98178,25363,262,10.3,0
138,318000.0,3,2.25,1690,12662,1.0,0,7,600.0,1982,0,98178,25363,262,10.3,0
139,238950.0,2,1.0,1190,11400,1.0,0,7,0.0,1951,0,98178,25363,262,10.3,0
140,137900.0,3,1.75,1160,5082,1.0,0,6,580.0,1942,0,98178,25363,262,10.3,0
141,315000.0,2,1.0,2080,14659,1.0,0,7,1040.0,1960,0,98178,25363,262,10.3,0
142,354000.0,6,3.5,3020,4500,2.0,0,7,0.0,1941,1992,98178,25363,262,10.3,1
143,324950.0,4,1.75,2320,9240,1.0,0,7,1160.0,1959,2014,98178,25363,262,10.3,1
144,750000.0,5,1.75,2640,13290,1.0,1,8,1240.0,1954,0,98178,25363,262,10.3,0
145,230000.0,5,2.0,1910,7200,1.0,0,6,800.0,1951,0,98178,25363,262,10.3,0
146,219950.0,2,1.0,990,6448,1.0,0,7,0.0,1948,0,98178,25363,262,10.3,0
147,343500.0,4,1.75,1760,6204,1.0,0,7,580.0,1950,0,98178,25363,262,10.3,0
148,275000.0,4,1.75,1690,6000,1.0,0,7,0.0,1957,0,98178,25363,262,10.3,0
149,272000.0,1,0.75,1040,6034,1.0,0,7,460.0,1991,0,98178,25363,262,10.3,0
150,419000.0,5,3.0,2190,9652,2.0,0,7,0.0,1999,0,98178,25363,262,10.3,0
151,286300.0,3,2.75,2000,6405,1.0,0,8,740.0,1964,0,98178,25363,262,10.3,0
152,317000.0,5,2.5,2360,11375,1.0,0,7,1180.0,1962,0,98178,25363,262,10.3,0
153,287500.0,5,2.0,2020,67953,1.5,0,7,400.0,1936,0,98178,25363,262,10.3,0
154,222900.0,2,1.0,1110,6411,1.0,0,6,0.0,1944,0,98178,25363,262,10.3,0
155,625000.0,5,3.5,4010,6000,2.0,0,9,1450.0,1997,0,98178,25363,262,10.3,0
156,215000.0,2,1.0,710,7200,1.0,0,6,0.0,1943,0,98178,25363,262,10.3,0
157,280000.0,4,1.0,1880,6288,1.0,0,7,760.0,1974,0,98178,25363,262,10.3,0
158,218000.0,2,1.5,2010,7755,2.0,0,7,0.0,1952,0,98178,25363,262,10.3,0
159,281000.0,2,1.0,1280,12500,1.0,0,7,220.0,1951,0,98178,25363,262,10.3,0
160,363500.0,4,1.75,2180,9702,1.0,0,7,1090.0,1962,0,98178,25363,262,10.3,0
161,170000.0,3,1.0,790,6750,1.0,0,6,0.0,1944,0,98178,25363,262,10.3,0
162,207000.0,3,1.0,860,7740,1.0,0,6,0.0,1960,0,98178,25363,262,10.3,0
163,319950.0,2,1.0,1070,5824,1.0,0,7,0.0,1949,0,98178,25363,262,10.3,0
164,245000.0,4,1.0,1530,7200,1.5,0,7,130.0,1948,0,98178,25363,262,10.3,0
165,255000.0,3,1.5,1320,7980,1.0,0,7,0.0,1956,0,98178,25363,262,10.3,0
166,372000.0,4,2.5,2070,8658,2.0,0,8,0.0,1999,0,98178,25363,262,10.3,0
167,300000.0,4,2.0,2360,7440,1.0,0,7,1180.0,1955,0,98178,25363,262,10.3,0
168,150000.0,4,2.0,1460,7254,1.0,0,6,0.0,1959,0,98178,25363,262,10.3,0
169,190000.0,2,1.0,930,11450,1.0,0,6,0.0,1946,0,98178,25363,262,10.3,0
170,265000.0,4,1.75,1970,8390,1.0,0,7,830.0,1955,0,98178,25363,262,10.3,0
171,415000.0,4,1.75,2230,9625,1.0,0,8,1050.0,1955,0,98178,25363,262,10.3,0
172,265000.0,2,2.0,1860,10856,1.0,0,8,600.0,1952,0,98178,25363,262,10.3,0
173,200000.0,2,1.0,790,5985,1.0,0,6,0.0,1944,0,98178,25363,262,10.3,0
174,229950.0,2,1.0,920,7716,1.0,0,6,0.0,1944,0,98178,25363,262,10.3,0
175,229950.0,2,1.0,850,6000,1.0,0,6,0.0,1924,0,98178,25363,262,10.3,0
176,452100.0,4,2.5,3160,6540,1.0,0,8,1580.0,1959,0,98178,25363,262,10.3,0
177,223000.0,3,2.0,1310,8440,1.0,0,6,0.0,1951,0,98178,25363,262,10.3,0
178,361000.0,3,1.75,2130,8742,1.0,0,7,800.0,1955,0,98178,25363,262,10.3,0
179,260000.0,4,1.75,2010,10816,1.0,0,7,600.0,1955,0,98178,25363,262,10.3,0
180,335750.0,3,3.0,2400,7260,1.0,0,7,960.0,1955,0,98178,25363,262,10.3,0
181,406000.0,4,1.0,1580,8475,1.5,0,7,0.0,1928,0,98178,25363,262,10.3,0
182,229000.0,3,2.5,1190,3000,2.0,0,7,0.0,2002,0,98178,25363,262,10.3,0
183,295000.0,3,2.0,1830,17321,1.0,0,7,730.0,1948,0,98178,25363,262,10.3,0
184,239950.0,4,1.0,1460,6000,1.0,0,7,730.0,1941,0,98178,25363,262,10.3,0
185,219900.0,3,1.0,860,6664,1.0,0,6,0.0,1944,0,98178,25363,262,10.3,0
186,416100.0,4,1.75,2320,5490,1.0,0,8,1160.0,1956,0,98178,25363,262,10.3,0
187,200000.0,3,1.0,1480,5600,1.0,0,6,540.0,1947,0,98178,25363,262,10.3,0
188,194000.0,3,1.0,1180,6050,1.0,0,6,360.0,1944,0,98178,25363,262,10.3,0
189,135000.0,3,1.0,840,3000,1.0,0,5,0.0,1943,0,98178,25363,262,10.3,0
190,245000.0,3,2.25,2210,10794,1.0,0,7,670.0,1967,0,98178,25363,262,10.3,0
191,520000.0,3,2.25,2210,10794,1.0,0,7,670.0,1967,0,98178,25363,262,10.3,0
192,225000.0,3,1.0,1250,10200,1.0,0,6,0.0,1965,0,98178,25363,262,10.3,0
193,157500.0,3,1.0,1100,27008,1.0,0,6,140.0,1935,0,98178,25363,262,10.3,0
194,475000.0,4,3.0,2400,5400,2.0,0,7,800.0,1965,0,98178,25363,262,10.3,0
195,329000.0,3,1.0,1200,5650,1.5,0,7,0.0,1928,0,98178,25363,262,10.3,0
196,147000.0,3,1.0,1070,14000,1.0,0,7,0.0,1960,0,98178,25363,262,10.3,0
197,225000.0,2,1.0,1070,6000,1.0,0,5,0.0,1922,0,98178,25363,262,10.3,0
198,840500.0,4,2.25,2290,12174,1.0,1,7,800.0,1948,0,98178,25363,262,10.3,0
199,299980.0,4,1.5,1580,10230,1.0,0,6,790.0,1945,2008,98178,25363,262,10.3,1
200,254500.0,2,1.0,1150,11250,1.0,0,6,0.0,1920,0,98178,25363,262,10.3,0
201,249950.0,5,2.0,1730,7375,1.0,0,6,0.0,1944,0,98178,25363,262,10.3,0
202,700000.0,4,1.75,1950,7139,1.0,1,7,800.0,1957,0,98178,25363,262,10.3,0
203,415000.0,4,3.5,3040,7125,2.0,0,8,800.0,2002,0,98178,25363,262,10.3,0
204,345000.0,3,1.75,1990,5650,1.0,0,7,670.0,1963,0,98178,25363,262,10.3,0
205,399000.0,3,1.75,1620,10000,1.5,0,6,0.0,1918,0,98178,25363,262,10.3,0
206,325000.0,2,1.75,1670,10725,1.0,0,7,0.0,1965,0,98178,25363,262,10.3,0
207,180000.0,2,1.0,890,6000,1.0,0,6,0.0,1919,0,98178,25363,262,10.3,0
208,329950.0,4,1.0,2050,7590,1.0,0,7,770.0,1957,0,98178,25363,262,10.3,0
209,218000.0,3,1.0,880,18205,1.0,0,6,0.0,1945,0,98178,25363,262,10.3,0
210,326000.0,4,1.75,2290,7380,1.0,0,7,900.0,1963,0,98178,25363,262,10.3,0
211,439000.0,3,2.25,2230,4551,1.5,0,8,780.0,1928,0,98178,25363,262,10.3,0
212,277554.0,5,2.25,2350,13000,1.0,0,7,0.0,1961,0,98178,25363,262,10.3,0
213,216500.0,2,1.0,710,6960,1.0,0,6,0.0,1943,0,98178,25363,262,10.3,0
214,225000.0,2,1.0,800,6050,1.0,0,6,0.0,1944,0,98178,25363,262,10.3,0
215,869000.0,2,1.75,1900,13122,1.0,1,7,800.0,1954,0,98178,25363,262,10.3,0
216,227000.0,4,1.0,1200,7200,1.5,0,6,0.0,1944,0,98178,25363,262,10.3,0
217,253000.0,3,1.5,880,6600,1.0,0,6,0.0,1945,0,98178,25363,262,10.3,0
218,255000.0,2,1.0,1260,7810,2.0,0,6,0.0,1945,0,98178,25363,262,10.3,0
219,227000.0,3,1.0,1340,10035,1.0,0,7,0.0,1959,0,98178,25363,262,10.3,0
220,199988.0,2,1.0,860,5000,1.0,0,7,0.0,1949,0,98178,25363,262,10.3,0
221,300000.0,2,1.0,1340,7788,1.0,0,7,0.0,1947,0,98178,25363,262,10.3,0
222,315000.0,4,2.5,2080,5650,1.0,0,7,400.0,1950,0,98178,25363,262,10.3,0
223,463000.0,4,2.75,1900,6000,1.0,0,7,600.0,1961,0,98178,25363,262,10.3,0
224,220000.0,3,2.0,1410,7998,1.0,0,7,0.0,1940,0,98178,25363,262,10.3,0
225,285000.0,3,1.75,2380,6000,1.5,0,7,0.0,1935,0,98178,25363,262,10.3,0
226,261590.0,2,1.0,760,6407,1.0,0,6,0.0,1943,0,98178,25363,262,10.3,0
227,90000.0,2,1.0,580,7500,1.0,0,5,0.0,1943,0,98178,25363,262,10.3,0
228,220000.0,2,1.0,580,7500,1.0,0,5,0.0,1943,0,98178,25363,262,10.3,0
229,159100.0,2,1.0,790,7095,1.0,0,6,0.0,1944,0,98178,25363,262,10.3,0
230,430000.0,3,3.75,3890,7140,1.0,0,8,1500.0,1943,2007,98178,25363,262,10.3,1
231,345000.0,5,1.75,2840,12870,2.0,0,7,0.0,1925,0,98178,25363,262,10.3,0
232,292000.0,3,2.5,1600,3580,2.0,0,7,0.0,2000,0,98178,25363,262,10.3,0
233,380000.0,5,1.75,3000,6000,1.0,0,7,1500.0,1958,0,98178,25363,262,10.3,0
234,235000.0,4,1.0,1500,6360,1.5,0,6,0.0,1944,0,98178,25363,262,10.3,0
235,280000.0,3,1.75,1550,7410,1.5,0,7,0.0,1944,0,98178,25363,262,10.3,0
236,165000.0,4,1.0,1220,7980,1.5,0,6,0.0,1944,0,98178,25363,262,10.3,0
237,260000.0,4,1.0,1220,7980,1.5,0,6,0.0,1944,0,98178,25363,262,10.3,0
238,465000.0,5,1.75,2000,10246,1.0,0,7,800.0,1953,0,98178,25363,262,10.3,0
239,361000.0,5,2.75,2380,7500,1.0,0,7,1080.0,1984,0,98178,25363,262,10.3,0
240,202500.0,3,1.0,1120,8576,1.0,0,6,0.0,1943,0,98178,25363,262,10.3,0
241,385000.0,3,1.75,2370,6360,1.0,0,7,1090.0,1954,0,98178,25363,262,10.3,0
242,291000.0,3,1.75,1560,9788,1.0,0,7,0.0,1964,0,98178,25363,262,10.3,0
243,135900.0,2,1.0,760,3800,1.0,0,6,0.0,1950,0,98178,25363,262,10.3,0
244,244000.0,3,1.0,2000,15900,1.0,0,6,1000.0,1948,0,98178,25363,262,10.3,0
245,257500.0,3,2.0,1300,9334,1.0,0,7,0.0,1981,0,98178,25363,262,10.3,0
246,190000.0,3,1.0,1280,5100,1.0,0,7,400.0,1961,0,98178,25363,262,10.3,0
247,221347.0,3,2.0,1580,6655,1.0,0,6,790.0,1944,0,98178,25363,262,10.3,0
248,224000.0,3,1.75,1760,6300,1.0,0,7,700.0,1963,0,98178,25363,262,10.3,0
249,324950.0,3,1.75,2050,6720,1.0,0,7,1000.0,1939,0,98178,25363,262,10.3,0
250,185000.0,3,1.75,1080,9262,1.0,0,7,0.0,1968,0,98178,25363,262,10.3,0
251,440000.0,5,3.0,2730,6000,1.0,0,8,1260.0,1979,0,98178,25363,262,10.3,0
252,229500.0,2,1.75,1870,6625,1.0,0,7,910.0,1948,0,98178,25363,262,10.3,0
253,334000.0,4,2.5,2210,6080,1.0,0,8,800.0,1965,0,98178,25363,262,10.3,0
254,460000.0,4,3.5,2870,3225,2.0,0,9,800.0,2006,0,98178,25363,262,10.3,0
255,385000.0,4,2.5,2560,6238,2.0,0,8,0.0,2007,0,98178,25363,262,10.3,0
256,279000.0,5,2.5,2690,5557,2.0,0,7,0.0,2012,0,98178,25363,262,10.3,0
257,445000.0,4,3.25,3450,5000,2.0,0,8,0.0,2008,0,98178,25363,262,10.3,0
258,335000.0,4,2.5,1900,3301,2.0,0,7,0.0,2007,0,98178,25363,262,10.3,0
259,664950.0,5,3.0,3190,7081,1.0,0,9,1300.0,2013,0,98178,25363,262,10.3,0
260,450000.0,3,2.75,2240,3360,2.0,0,8,140.0,2014,0,98178,25363,262,10.3,0
261,572000.0,4,2.75,2770,3852,2.0,0,8,0.0,2014,0,98178,25363,262,10.3,0
262,538000.0,3,2.25,2570,7242,2.0,0,7,400.0,1951,1991,98125,39254,409,10.4,1
263,571000.0,4,2.0,2750,7807,1.5,0,7,500.0,1916,0,98125,39254,409,10.4,0
264,315000.0,3,1.0,960,6634,1.0,0,6,0.0,1952,0,98125,39254,409,10.4,0
265,382500.0,2,1.0,1190,4440,1.0,0,6,0.0,1981,0,98125,39254,409,10.4,0
266,425000.0,3,1.75,2500,6840,1.0,0,8,1200.0,1957,0,98125,39254,409,10.4,0
267,450000.0,3,1.75,1640,13500,1.0,0,7,530.0,1940,0,98125,39254,409,10.4,0
268,1200000.0,4,2.75,4110,8400,2.0,0,9,980.0,1928,0,98125,39254,409,10.4,0
269,365000.0,4,1.0,1590,7085,1.5,0,6,0.0,1944,0,98125,39254,409,10.4,0
270,425000.0,3,2.25,1820,8814,1.0,0,7,540.0,1967,0,98125,39254,409,10.4,0
271,312000.0,3,1.5,1255,1374,3.0,0,7,0.0,2004,0,98125,39254,409,10.4,0
272,452000.0,6,2.25,2660,13579,2.0,0,7,0.0,1937,1990,98125,39254,409,10.4,1
273,730000.0,6,2.25,2660,13579,2.0,0,7,0.0,1937,1990,98125,39254,409,10.4,1
274,971000.0,5,3.5,4390,10140,2.0,0,9,1040.0,2005,0,98125,39254,409,10.4,0
275,601000.0,3,1.75,1330,6743,1.0,0,8,0.0,1958,2002,98125,39254,409,10.4,1
